FECHA_CREACION,NUMERO_PQR,descripcion,clasificacion
2023-02-07 16:01:13,MDM-PQR-36929751,solicitar informacion factura,0
2023-01-23 14:13:50,MDM-PQR-36505952,validado informacionond consumo,1
2023-02-24 15:19:29,MDM-PQR-37317759,llego mensaje cobro corresponder contratar,0
2023-02-01 10:04:15,MDM-PQR-36752653,validar estar cobrar solicitado cancela,1
2023-01-10 19:25:29,MDM-PQR-36220351,razon dirar descripcion llego mensaje cumplido instalar diar,1
2023-01-03 10:35:37,MDM-PQR-36052795,diar hoy informar ofrecer poder realizar pago presencial aparecer saldo,0
2022-12-08 09:57:11,MDM-PQR-35574435,factura pendiente desear envio factura,1
2023-01-18 10:10:32,MDM-PQR-36387085,solicitar informacion factura,0
2023-01-25 15:22:22,MDM-PQR-36568268,validar llego notificacion factura solicitar retirar hacer,0
2023-02-13 17:11:53,MDM-PQR-37063479,detallado cobro factura,1
2022-12-22 19:15:07,MDM-PQR-35841433,cancelar sva adecuacion interno,0
2023-02-28 13:18:57,MDM-PQR-37391389,informacion factura aumento,0
2023-01-04 13:06:47,MDM-PQR-36091125,saber concepto facturar,1
2023-01-05 10:07:51,MDM-PQR-36115263,concepto facturar,1
2022-12-13 13:52:14,MDM-PQR-35663233,consulta factura,1
2023-02-28 13:01:24,MDM-PQR-37390786,tenia visita nunca,1
2022-12-26 17:15:46,MDM-PQR-35893946,recoger,0
2023-01-05 17:23:07,MDM-PQR-36133106,solicitar validar cobro adicional factura valido cobro corresponder reconexion consumo fijo,0
2022-12-17 09:16:46,MDM-PQR-35736670,validado factura resumen reverso pago,1
2023-01-12 10:57:16,MDM-PQR-36260599,llegar factura registrado confirmar envia confirmar recibir,0
2022-12-26 09:45:55,MDM-PQR-35877096,aun llegar notificacion anterior,0
2022-12-01 12:19:45,MDM-PQR-35435261,pasado llego ir llegar seguir incrementar desear aclarar,1
2023-01-31 12:48:18,MDM-PQR-36728594,solicitar aclaracion factura,1
2023-02-03 12:14:12,MDM-PQR-36828704,desear saber factura estar llegar incrementado,0
2023-01-19 16:00:53,MDM-PQR-36425914,validar facturacion,1
2023-01-19 10:06:34,MDM-PQR-36412998,solicitar retirar adicional entender porq factura tanto cara,1
2023-02-28 18:04:13,MDM-PQR-37400303,,0
2022-12-23 11:00:00,MDM-PQR-35849504,cambiar metodo envio factura,0
2023-02-03 08:32:26,MDM-PQR-36819384,indicandono problema facturacion indicandono indicar dar descuento llamado valido informacion permanente facturacion,1
2023-02-06 20:59:18,MDM-PQR-36907972,querer cancelar,1
2022-12-27 10:04:26,MDM-PQR-35905042,incremento factura,0
2023-02-02 16:59:21,MDM-PQR-36806589,generar cobro paramount retirar cun,1
2023-01-19 12:38:08,MDM-PQR-36418895,generar factura acuerdo descuento aplicado fidelizacion cancelar,1
2022-12-11 16:36:41,MDM-PQR-35622505,factura,1
2022-12-26 10:21:22,MDM-PQR-35878498,solicitar informacion pago factura genero aun registrar pendiente,0
2023-01-04 13:50:55,MDM-PQR-36092611,quintetir tellezcliente solicitar validar descuento ofrecido,0
2022-12-02 15:57:38,MDM-PQR-35468077,habiannhecho ajustevpero aun llegar factura querer envie,1
2023-01-24 11:27:48,MDM-PQR-36531393,facturacion,1
2023-02-20 09:40:43,MDM-PQR-37195936,,1
2023-02-20 12:58:52,MDM-PQR-37203331,validar llego notificacion diar cortarar pago,0
2023-02-09 16:16:21,MDM-PQR-36984909,querer saber cambiar plan ofrecer cancelacion,0
2022-12-23 15:17:19,MDM-PQR-35855463,validar factura cobro reconexion,0
2023-01-19 17:54:52,MDM-PQR-36429263,desear validar promocion plan,1
2023-01-04 11:41:34,MDM-PQR-36087804,,1
2023-01-28 12:35:32,MDM-PQR-36656216,facturacion llego costoso,0
2023-02-06 13:44:01,MDM-PQR-36894951,factura,1
2023-01-18 18:24:14,MDM-PQR-36403667,desear verificar factura,0
2023-01-24 17:43:31,MDM-PQR-36544737,realacer pago factura suspendido pago solicitar informacion factura retirar tv,0
2023-02-28 10:53:22,MDM-PQR-37386357,villescar acerca solicitar informacion acerca cobro concepto facturar,1
2023-01-10 12:01:42,MDM-PQR-36204904,solicitar envio factura,0
2023-01-02 14:14:30,MDM-PQR-36030849,validar factura llegar,0
2022-12-28 08:32:02,MDM-PQR-35927437,confirmar aumento factura,0
2023-01-19 13:44:32,MDM-PQR-36421286,validar si vencio factura,1
2022-12-23 12:52:37,MDM-PQR-35852458,desear informacion factura incremento mil mil desear informacion,0
2022-12-28 13:07:48,MDM-PQR-35936923,amarretir concepto facturar,0
2023-02-14 18:41:15,MDM-PQR-37091781,fac,0
2022-12-19 06:48:47,MDM-PQR-35754433,desear cancelar hbo,0
2023-01-19 13:21:59,MDM-PQR-36420521,desear realizar retirar paramount hbo,1
2023-01-21 10:29:30,MDM-PQR-36462936,contrato hoy llego cobro factura haber pasado desear saber,0
2022-12-31 05:22:27,MDM-PQR-35997296,inconformecon variacion factura,0
2023-02-04 14:13:40,MDM-PQR-36858510,fecha creacion solicitar infroamcion error factura,0
2023-01-12 18:23:59,MDM-PQR-36275100,retencion decir dejar factura cumplido,1
2023-02-24 07:34:36,MDM-PQR-37302896,oa factura elevado,1
2023-01-27 16:06:38,MDM-PQR-36637846,ir desear validar genero factura si suspendido voluntariamente,0
2022-12-28 10:24:43,MDM-PQR-35931014,plan,0
2023-01-05 15:03:12,MDM-PQR-36127908,validar factura costo,0
2023-01-27 14:03:09,MDM-PQR-36632943,querer validar ingreso pago acabar debutar autorizacion,0
2023-02-07 11:24:18,MDM-PQR-36919629,llegar factura,0
2023-02-08 10:19:07,MDM-PQR-36945145,incremento factura,1
2022-12-29 19:36:49,MDM-PQR-35971680,validar cobro correspondiente naci,1
2023-01-31 10:49:06,MDM-PQR-36723376,desear conocer motivo incremento facturacion,1
2023-02-01 14:27:27,MDM-PQR-36763532,uso ver cobrar,0
2023-02-13 14:57:13,MDM-PQR-37058719,informacion factura,0
2023-02-20 09:06:10,MDM-PQR-37194631,requerir duplicado factura,1
2023-02-16 17:53:54,MDM-PQR-37138663,incremento factura,1
2023-01-31 17:29:08,MDM-PQR-36738973,fecha hora nombrar dirar informacion asesor nubiano desear informacion factura,0
2023-02-28 14:06:04,MDM-PQR-37392968,funcionar,1
2023-02-03 14:01:13,MDM-PQR-36833114,solicitar sincronizacion registrar suspendido pago activo funcionar normal solicitar fecha corte poder generar retirar adicional,0
2022-12-12 11:29:07,MDM-PQR-35633732,informacion factura,1
2023-01-04 11:57:19,MDM-PQR-36088496,incremento factura,0
2022-12-30 11:42:54,MDM-PQR-35984241,fecha hora nombmartha dirar informacion asesor nubiano desear informacion factura,0
2023-02-09 11:37:32,MDM-PQR-36975223,solicitar duplicado factura ultimo,0
2023-01-14 14:24:54,MDM-PQR-36312220,cliente validar des ofrecer fecha generado descuento factura,1
2023-02-09 11:37:09,MDM-PQR-36975212,adicional hbo paramount,1
2023-02-08 14:48:43,MDM-PQR-36955175,amar jimenezinformacionon promocion cobro,1
2023-02-28 12:53:35,MDM-PQR-37390567,adquirir llego cobro factura telefonia,0
2022-12-03 11:00:59,MDM-PQR-35479766,revisar cancelacion,1
2023-01-02 07:18:30,MDM-PQR-36015899,incremento,0
2023-01-26 15:02:54,MDM-PQR-36600263,incremento tarifario,1
2023-02-14 05:02:59,MDM-PQR-37069646,facturar autorizacion,0
2022-12-01 10:51:51,MDM-PQR-35431728,fuer solicitar envie certificado consumo detallado plan necesitar desg factura describa pago cada producto,0
2022-12-26 10:13:42,MDM-PQR-35878150,querer saber factura llego menor,0
2023-02-01 17:15:12,MDM-PQR-36770187,desear saber genero incremento factura,0
2023-02-27 09:09:42,MDM-PQR-37354361,hissenhovir apoyologisticotaircocom validar factura,1
2023-01-10 22:12:42,MDM-PQR-36223035,informacion factura,1
2023-02-03 11:12:50,MDM-PQR-36825952,desear explicar factura,1
2023-01-30 15:45:50,MDM-PQR-36701644,realacer plan generar cobro plan anterior,0
2023-01-10 18:33:05,MDM-PQR-36219083,clienteclaudia forro dirar asunto incremento factura,0
2023-02-28 18:37:32,MDM-PQR-37401027,llamado valido factura reconexion factura anterior cancelo mas cobro uno llamado,0
2023-01-06 15:02:35,MDM-PQR-36154785,facturar mas elevado solicitar informacion,0
2023-01-19 11:18:52,MDM-PQR-36415847,solicitar informacion facturacion cobro sva winsport retirado,0
2023-02-22 00:56:31,MDM-PQR-37248670,solicitar informacion factura generar cobro clausular permanencia cancelacion plan duir single,0
2023-01-23 12:50:49,MDM-PQR-36502340,livian realacer plan incorporar hbo consentimiento,1
2022-12-28 05:03:25,MDM-PQR-35925442,confirmar realacer plan llegar mismo factura,1
2023-02-02 14:32:37,MDM-PQR-36799943,incremento factura,0
2023-01-29 20:20:06,MDM-PQR-36676706,validar facturacion cancelo sumar solicitar devolucion excedente,1
2023-02-01 10:57:58,MDM-PQR-36754986,umberto muro jhmarinmyahoo  concepto facturar informacion descuento retencion permanente,1
2022-12-03 14:06:56,MDM-PQR-35484287,solicitar aclaracion factura,1
2023-01-02 12:45:14,MDM-PQR-36027389,llamar saber deber incremento factura,0
2022-12-02 12:55:01,MDM-PQR-35462604,solicitar aclaracion factura,1
2023-01-05 00:56:50,MDM-PQR-36107725,incremento eb factura llevar,0
2023-02-22 08:04:20,MDM-PQR-37250390,oti reconexion pago,0
2023-02-09 06:15:26,MDM-PQR-36966594,solicitar informacion ajuste factura,0
2022-12-06 13:30:22,MDM-PQR-35541984,informacion factura,1
2023-01-25 11:53:10,MDM-PQR-36559727,aparecer factura pendiente pago,1
2023-02-26 08:44:32,MDM-PQR-37342941,whastapp promocion,1
2022-12-26 15:05:19,MDM-PQR-35889600,plan menor primero tenia promocion,1
2022-12-26 17:56:34,MDM-PQR-35894994,economico suspension solidario fecha inicio fecha fin suspension,1
2023-01-11 19:35:43,MDM-PQR-36250525,inconformidad facturacion,0
2023-01-23 09:27:10,MDM-PQR-36493442,desear verificar factura,1
2022-12-23 10:09:20,MDM-PQR-35847970,validar hacer solicitar retirar enviar salvo proceso retomar llego mensaje saldo pendiente,0
2022-12-12 09:17:40,MDM-PQR-35628899,desear saber cuanto d go,1
2023-02-28 08:16:42,MDM-PQR-37381208,duir m hoy v acerca informacion llego mas costoso,1
2023-01-23 08:31:49,MDM-PQR-36491399,habia realizado traslado especifico tarifa pleno actualmente,0
2023-02-21 10:14:59,MDM-PQR-37223461,entrega informacion cargo facturacion,0
2023-01-30 11:03:42,MDM-PQR-36688354,validar informacion factura,0
2023-01-31 14:20:04,MDM-PQR-36732105,mate menendez dirar descripcion factura llego mas,1
2022-12-23 09:26:44,MDM-PQR-35846815,solicitar cancelacion llegar factura,1
2023-01-25 13:30:14,MDM-PQR-36563681,correoadministracionmontecilloco dirar peticionsolicito cancelacion,0
2022-12-30 09:39:39,MDM-PQR-35980176,factura,0
2023-01-02 08:23:58,MDM-PQR-36016899,pagar factura mas querer saber,0
2023-02-18 11:15:01,MDM-PQR-37171576,politico favorabilidad solicitar ajuste factura cobro realizado sva paramount hbo solicitar retirar acuerdo cobro asesoramiento asesor realizar ajuste bajo politico favorabilidad completo sincronizado justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2022-12-21 12:03:59,MDM-PQR-35810515,confirmar aumento factura,0
2023-02-14 15:57:57,MDM-PQR-37087313,factura,1
2022-12-29 08:32:23,MDM-PQR-35953326,mensaje,1
2023-02-20 15:43:31,MDM-PQR-37208741,realacer retirar lugar traslado tenia cobertura momento estar generar cobro clausular permanencia,0
2023-02-27 09:52:19,MDM-PQR-37356077,informar estar cobrar factura incremento,1
2022-12-06 10:37:10,MDM-PQR-35535839,validar,0
2023-02-13 11:17:41,MDM-PQR-37050538,confirmar oferta manejar,0
2022-12-02 12:59:40,MDM-PQR-35462752,requerir informacion concepto facturar periodo,1
2023-01-28 04:33:19,MDM-PQR-36647344,solicitar informacion factura,0
2023-02-04 09:10:10,MDM-PQR-36850369,saber si reconectar queire saber cobro reconexion,0
2023-01-19 18:55:29,MDM-PQR-36430334,solicitar informacion factura,1
2022-12-07 14:53:38,MDM-PQR-35566734,solicitar indicacion aumento factura si indicar pagario,1
2023-01-11 12:34:58,MDM-PQR-36236025,llegar factura cancele,0
2023-01-23 14:54:08,MDM-PQR-36507697,,0
2023-02-07 10:24:05,MDM-PQR-36917242,desear informacion factura,0
2023-01-27 11:59:49,MDM-PQR-36627332,desear validar incremento directv informar promocion finalacer,1
2023-02-14 23:14:12,MDM-PQR-37095234,motivo suspendido pago pago diar tercero llamado dar respuesta saw aparecer pago,0
2022-12-05 12:14:09,MDM-PQR-35509847,podido pagar,1
2023-01-23 17:29:00,MDM-PQR-36513756,concepto facturar,0
2023-01-12 09:52:45,MDM-PQR-36258305,informacion factura retirar cualquiera sva,0
2022-12-20 07:05:00,MDM-PQR-35777522,recuperacion experiencia validacion cancelacion asesoramiento comunico senor rodrigu movil confirmar solicitud cancelacion costo factura brindar oferta actualizacion plan aceptar modificacion duir m hoy realizar cancelacion retirar ingreso solicitud plan registro cun informacion mas pretension solicitud justificacion penalizacion penalizar proceso anterior malo experiencia,1
2023-01-21 12:08:09,MDM-PQR-36466120,rodrigu envio factura,0
2023-02-27 15:50:11,MDM-PQR-37370109,indicar llamar nar companerar validado factura,0
2023-01-05 11:57:13,MDM-PQR-36120241,solicitar plan cancelacion,1
2023-02-21 10:07:21,MDM-PQR-37223111,estar llegar uno factura cancelo,1
2023-02-06 18:44:03,MDM-PQR-36905238,inconfor aumento factura,0
2023-01-19 10:47:39,MDM-PQR-36414571,solicitar reconexion inmediato cobro reconexion proxima factura devolver saldo favor segun respuesta recurso colocado,0
2023-01-18 11:11:01,MDM-PQR-36389170,solicitar informacion factura habia realizado plan ofrecio oferta captura antiguo,1
2023-01-25 09:11:09,MDM-PQR-36553913,validar pago,0
2023-02-16 12:22:53,MDM-PQR-37128609,factura llegar venio pagar,0
2023-01-17 18:36:30,MDM-PQR-36378275,,1
2023-02-06 08:09:57,MDM-PQR-36881548,solicitar saber pagar factura cuanto deber,0
2023-01-28 09:27:30,MDM-PQR-36650323,desear cancelar sva tramitar ejecutado exitosamente cun,1
2022-12-14 08:53:08,MDM-PQR-35676378,nombrebernardo solicitudcliente validado facturacion,1
2023-02-06 15:52:11,MDM-PQR-36899620,explicacion fac,0
2023-01-26 15:25:54,MDM-PQR-36601286,queire queja asesor asesorar hablar llamar colocar solicitud aumentar planear embargo queire colocar queja trabajador,1
2023-01-24 14:02:21,MDM-PQR-36537396,maravillo factura,1
2023-01-27 11:25:11,MDM-PQR-36625444,factura mas plan duir m hoy v hbo am incremento explicar hbo hacer factura llegar cobro proratteo,1
2023-02-15 10:14:59,MDM-PQR-37100033,informacion factura,1
2023-02-27 10:53:09,MDM-PQR-37358608,solicitar validar concepto facturar cobro adicional,0
2023-02-03 11:18:28,MDM-PQR-36826203,querer informacion factura,0
2022-12-26 17:46:42,MDM-PQR-35894733,llego factura mas cara normal,0
2022-12-08 16:05:11,MDM-PQR-35578022,solicitar informacion factura,0
2023-01-19 08:52:23,MDM-PQR-36410538,et direct tv desear cancelar dirar tv utilizar,1
2022-12-17 14:10:56,MDM-PQR-35742814,concepto facturar,0
2023-02-23 17:13:44,MDM-PQR-37296699,fallo directv,1
2023-01-04 21:53:20,MDM-PQR-36105609,solicitar saber incrementar factura,0
2023-01-30 09:54:22,MDM-PQR-36685150,desear saber aumento lso costo facturacion,0
2023-01-25 11:12:59,MDM-PQR-36558266,desear consultar facturar incremento factura,1
2023-01-30 13:59:18,MDM-PQR-36696876,concepto facturar,1
2023-02-22 10:55:49,MDM-PQR-37257255,,1
2023-01-11 13:11:27,MDM-PQR-36238181,llego anoche pai querer pagar factura travez,0
2023-01-07 10:35:17,MDM-PQR-36166189,informacion factura llegar sms bajo referencia pago,1
2023-01-20 09:51:47,MDM-PQR-36437426,solicitar ajuste factura cobrar clausular retirar faseorde cun tipo tramitecancelacionvoluntario decir causal cancelaciontraslado cobertura subcanal cancelacion descripcion cancelacion bocota,0
2023-01-26 15:07:38,MDM-PQR-36600474,informar nunca haber contratar paramount ahora estir cobrar acuerdo,1
2023-01-13 10:34:17,MDM-PQR-36284772,conocer recoger,0
2023-01-23 13:12:08,MDM-PQR-36503339,,1
2023-02-21 17:24:08,MDM-PQR-37241024,factura mas,1
2023-02-27 16:25:26,MDM-PQR-37371382,deis dominguezcliente solicitar informacion factura,0
2022-12-26 09:01:24,MDM-PQR-35875627,aumento factura,1
2023-01-18 11:21:33,MDM-PQR-36389590,confirmar aumento factura,0
2023-02-10 16:13:50,MDM-PQR-37011835,factura incremento,1
2023-01-23 16:21:51,MDM-PQR-36511160,realacer plan mismo cobrar,1
2023-02-19 10:01:58,MDM-PQR-37183687,confirmar aumento factura,1
2022-12-23 12:56:12,MDM-PQR-35852538,recoger decodificador ver recoger,1
2023-01-19 16:25:25,MDM-PQR-36426749,consulta traslado saldo pendiente,1
2023-02-05 17:56:29,MDM-PQR-36875970,querer saber factura llego tanto cara,1
2023-02-07 14:00:45,MDM-PQR-36925526,motivo validar llego repetidor,0
2023-02-13 13:14:45,MDM-PQR-37055230,explicacion factura,0
2023-02-18 11:38:11,MDM-PQR-37172204,incremento factura,1
2022-12-06 08:51:00,MDM-PQR-35531996,querer saber si plan mas barato querer cancelar,1
2022-12-06 12:17:40,MDM-PQR-35539664,querer validar incremento,1
2023-02-22 20:54:13,MDM-PQR-37276430,llegar factura,0
2022-12-27 22:18:32,MDM-PQR-35924075,cliente solicitar informacion factura,1
2023-02-16 21:18:44,MDM-PQR-37142428,quitado agarrir validar error pago,1
2022-12-01 10:23:57,MDM-PQR-35430648,cancelar winsport,1
2023-02-16 08:31:09,MDM-PQR-37120879,llamar concepto facturacion cobro reconexion,0
2023-01-28 10:40:21,MDM-PQR-36652496,contado fallo hecho ajuste,0
2022-12-05 07:24:06,MDM-PQR-35500230,llegar factura incrementado,1
2023-01-29 13:53:58,MDM-PQR-36671559,contacta recibio descuento prorrateo factura incremento,1
2023-01-25 15:42:57,MDM-PQR-36569064,saber subio factura agradecer tiempo validado registrar corresponder incremento ley anual,1
2023-01-19 11:26:12,MDM-PQR-36416161,llevar generar factura requerir informacion,1
2022-12-21 08:52:46,MDM-PQR-35804425,concepto facturacion,0
2022-12-10 21:14:06,MDM-PQR-35617268,ayalacliente solicitar validar concepto facturar,0
2023-02-15 23:31:52,MDM-PQR-37118897,error,0
2023-02-28 15:23:31,MDM-PQR-37395473,validar plan,1
2023-02-02 09:25:50,MDM-PQR-36785875,dirar be d descripcion ayer hora tarde habia comunicado cobro erroneo winsport,0
2023-02-26 08:28:01,MDM-PQR-37342826,brindar informacion factura,1
2023-02-08 11:39:51,MDM-PQR-36948259,,1
2023-01-18 19:46:17,MDM-PQR-36405376,restablecer genero hora tarde pm,1
2023-01-11 17:36:45,MDM-PQR-36247470,concepto facturar,1
2023-02-21 11:39:32,MDM-PQR-37227203,finnick concepto facturar solicitud ajuste factura fallo correspondiente brindar informacion compensacion automatico deber reflejar factura siguiente reporte,0
2022-12-28 13:34:24,MDM-PQR-35937708,informacion informacion informacion informacion informacion informacion informacion,1
2023-02-03 13:40:39,MDM-PQR-36832365,desear saber genero incremento factura desear deje anotacion ir volver pago llamado largo distancia,0
2022-12-19 08:53:33,MDM-PQR-35756195,validar incremento factura,0
2023-01-06 18:16:43,MDM-PQR-36159486,acerca validar concepto facturar valido informar incremento ley,1
